# FIRENZE V6.3
#
# Close Approach output file for integration on 2023-02-08 17:26:13.537507
# Configuration file used: /home/cgregg/codes/PhD_Work/InterstellarMeteoroids/GalacticSimulation/Gaia_DR3_4472832130942575872_110Myr_2000x1Myr.cfg
# Galactic Simulation
# Galactic parameters [M a b] - (Solar masses AU AU):
# Bulge: [14000000000.0, 0.0, 72192682.625] Disk: [79100000000.0, 721926826.25, 51566201.875] Halo: [698000000000.0, 0.0, 4950355380.0]
# Solar parameters [AU, AU/yr]:
# pos = [ 1.50253513e+09 -9.05737086e+08 -1.87942738e+07] vel = [-22.21125568 -42.15195327   0.34297791]
# Galactic Potential: 0 (0-Bailer-Jones 2015, 1-Dybczynski & Berski 2015)
# Integration Method: 2 (0-Euler, 1-RK4, 2-RKF)
# Time-step error tolerance (For RKF): 1e-06
# Initial time-step: 999.9811137685292
# Output every 1000.0 iterations
# heliocentric Distance calculation setting: 3
# 	[0-never, 1 - At the end, 2-When writing to file, 3-Every step]
# Number of initial particles: 2
# Integration lasting for 110000000.0 yrs
# Integrating the following bodies in the Milky Way starting at JD=-36523273294.125
#############################################################################################################
t x y z vx vy vz body jd aprnt_x aprnt_y aprnt_z aprnt_vel_x aprnt_vel_y aprnt_vel_z helio_dist CloseApproachFlag
100004111.26353553 -1718139623.88515 +193357.85234 +5513119.36552 -27.48516 +49.55595 +5.37894 Gaia_DR3_4472832130942575872_debris_-1755125794.125_703 3918205.875 +36845.89009 -918.62236 -62147.64956 -29.83202 +0.98591 +3.84969 72255.061 1
100004111.26353553 -1718261509.53578 +180886.42712 +5581474.85640 -27.51063 +49.55336 +5.39229 Gaia_DR3_4472832130942575872_debris_-1755125794.125_1002 3918205.875 -85039.76053 -13390.04759 +6207.84132 -29.85749 +0.98332 +3.86304 86311.016 1
100004111.26353553 -1718253107.33292 +176322.60162 +5576818.33484 -27.52356 +49.54088 +5.38534 Gaia_DR3_4472832130942575872_debris_-1389145294.125_1105 3918205.875 -76637.55768 -17953.87308 +1551.31976 -29.87042 +0.97084 +3.85609 78727.780 1
100004111.26353553 -1718178540.35745 +226808.18717 +5526959.54709 -27.52221 +49.53906 +5.35781 Gaia_DR3_4472832130942575872_debris_-1023164794.125_972 3918205.875 -2070.58220 +32531.71246 -48307.46799 -29.86906 +0.96903 +3.82855 58277.020 1
100004111.26353553 -1718149656.60237 +118883.50038 +5567206.68097 -27.54481 +49.44790 +5.34883 Gaia_DR3_4472832130942575872_debris_-657184294.125_3 3918205.875 +26813.17288 -75392.97432 -8060.33411 -29.89167 +0.87787 +3.81958 80423.975 1
100004111.26353553 -1718153235.18141 +120864.11678 +5551309.12394 -27.54679 +49.44900 +5.34011 Gaia_DR3_4472832130942575872_debris_-657184294.125_1196 3918205.875 +23234.59384 -73412.35793 -23957.89114 -29.89364 +0.87896 +3.81086 80642.428 1
100004111.26353553 -1718212215.39537 +217865.90609 +5533660.04280 -27.57940 +49.50254 +5.33044 Gaia_DR3_4472832130942575872_debris_-657184294.125_1540 3918205.875 -35745.62012 +23589.43138 -41606.97228 -29.92626 +0.93251 +3.80119 59710.558 1
100004111.26353553 -1718249475.63851 +259966.66316 +5563054.67797 -27.60001 +49.52578 +5.34655 Gaia_DR3_4472832130942575872_debris_-657184294.125_1742 3918205.875 -73005.86326 +65690.18845 -12212.33711 -29.94686 +0.95575 +3.81730 98965.641 1
100004111.26353553 -1718139901.42273 +269549.54289 +5607639.75192 -27.64735 +49.45055 +5.31945 Gaia_DR3_4472832130942575872_debris_-291203794.125_518 3918205.875 +36568.35251 +75273.06819 +32372.73684 -29.99420 +0.88052 +3.79020 89728.888 1
100004111.26353553 -1718165759.21255 +146908.64795 +5524213.47480 -27.67936 +49.29879 +5.21636 Gaia_DR3_4472832130942575872_debris_-291203794.125_1282 3918205.875 +10710.56270 -47367.82676 -51053.54028 -30.02621 +0.72876 +3.68711 70461.984 1
100004111.26353553 -1718124006.49465 +207973.29025 +5589109.84215 -27.62767 +49.37436 +5.29655 Gaia_DR3_4472832130942575872_debris_-291203794.125_1379 3918205.875 +52463.28060 +13696.81555 +13842.82707 -29.97453 +0.80432 +3.76730 55960.901 1
100004111.26353553 -1718121644.44704 +200313.38727 +5522765.30889 -27.62475 +49.36488 +5.21457 Gaia_DR3_4472832130942575872_debris_-291203794.125_1919 3918205.875 +54825.32821 +6036.91256 -52501.70619 -29.97160 +0.79484 +3.68532 76149.131 1
100005111.2446493 -1718149648.23949 +228607.21700 +5580961.39953 -27.45476 +49.59212 +5.41659 Gaia_DR3_4472832130942575872_debris_-34327390294.125_921 4283455.875 +24474.06686 -14238.37609 +4165.18250 -29.80293 +1.02209 +3.88738 28619.225 1
100005111.2446493 -1718178879.20507 +267315.87115 +5653605.54907 -27.45391 +49.59247 +5.41177 Gaia_DR3_4472832130942575872_debris_-33595429294.125_1243 4283455.875 -4756.89872 +24470.27806 +76809.33204 -29.80208 +1.02243 +3.88256 80753.304 1
100005111.2446493 -1718166342.38937 +287246.05979 +5582801.87576 -27.45500 +49.59232 +5.41457 Gaia_DR3_4472832130942575872_debris_-28105721794.125_75 4283455.875 +7779.91698 +44400.46670 +6005.65874 -29.80317 +1.02228 +3.88536 45475.229 1
100005111.2446493 -1718139256.00329 +276836.03128 +5598249.79037 -27.45521 +49.59274 +5.41364 Gaia_DR3_4472832130942575872_debris_-25543858294.125_1933 4283455.875 +34866.30306 +33990.43819 +21453.57334 -29.80338 +1.02270 +3.88443 53209.631 1
100005111.2446493 -1718244327.34682 +234386.48813 +5636086.10560 -27.45923 +49.59103 +5.41110 Gaia_DR3_4472832130942575872_debris_-17492287294.125_1789 4283455.875 -70205.04047 -8459.10496 +59289.88857 -29.80740 +1.02099 +3.88189 92279.982 1
100005111.2446493 -1718181344.64633 +332943.55320 +5618671.15117 -27.45839 +49.59233 +5.41770 Gaia_DR3_4472832130942575872_debris_-12368560294.125_1048 4283455.875 -7222.33998 +90097.96011 +41874.93415 -29.80656 +1.02229 +3.88849 99615.836 1
100005111.2446493 -1718101311.50994 +225700.65858 +5640739.67919 -27.45594 +49.59070 +5.41529 Gaia_DR3_4472832130942575872_debris_-12368560294.125_1216 4283455.875 +72810.79641 -17144.93452 +63943.46216 -29.80411 +1.02066 +3.88607 98407.963 1
100005111.2446493 -1718196101.86730 +275754.20391 +5545490.51694 -27.45994 +49.59061 +5.42551 Gaia_DR3_4472832130942575872_debris_-12368560294.125_1696 4283455.875 -21979.56095 +32908.61082 -31305.70009 -29.80811 +1.02058 +3.89630 50459.138 1
100005111.2446493 -1718153392.22771 +305549.67470 +5610682.57692 -27.45772 +49.59174 +5.41623 Gaia_DR3_4472832130942575872_debris_-11270618794.125_1119 4283455.875 +20730.07864 +62704.08161 +33886.35990 -29.80589 +1.02170 +3.88702 74228.185 1
100005111.2446493 -1718139329.25307 +282948.04671 +5603241.92313 -27.45733 +49.59124 +5.41678 Gaia_DR3_4472832130942575872_debris_-11270618794.125_1684 4283455.875 +34793.05328 +40102.45362 +26445.70610 -29.80551 +1.02120 +3.88756 59313.900 1
100005111.2446493 -1718188541.31978 +190124.23861 +5653564.19113 -27.45962 +49.58840 +5.41237 Gaia_DR3_4472832130942575872_debris_-10538657794.125_1579 4283455.875 -14419.01344 -52721.35448 +76767.97410 -29.80779 +1.01836 +3.88316 94237.843 1
100005111.2446493 -1718170697.32256 +280608.08694 +5614835.85708 -27.45879 +49.59066 +5.41448 Gaia_DR3_4472832130942575872_debris_-10172677294.125_1599 4283455.875 +3424.98378 +37762.49385 +38039.64005 -29.80696 +1.02062 +3.88527 53709.875 1
100005111.2446493 -1718269450.60341 +247582.02640 +5603445.93738 -27.46367 +49.58888 +5.41379 Gaia_DR3_4472832130942575872_debris_-9440716294.125_1190 4283455.875 -95328.29706 +4736.43330 +26649.72035 -29.81184 +1.01884 +3.88458 99096.547 1
100005111.2446493 -1718178014.85451 +208088.91108 +5636240.08367 -27.46488 +49.57879 +5.40959 Gaia_DR3_4472832130942575872_debris_-4682969794.125_122 4283455.875 -3892.54817 -34756.68201 +59443.86664 -29.81306 +1.00876 +3.88038 68969.212 1
100005111.2446493 -1718198018.32034 +259930.94758 +5588114.08241 -27.46905 +49.58003 +5.40553 Gaia_DR3_4472832130942575872_debris_-3951008794.125_646 4283455.875 -23896.01399 +17085.35449 +11317.86538 -29.81722 +1.00999 +3.87632 31480.516 1
100005111.2446493 -1718167107.87144 +242912.86176 +5518498.18558 -27.48385 +49.55595 +5.37890 Gaia_DR3_4472832130942575872_debris_-1755125794.125_703 4283455.875 +7014.43491 +67.26867 -58298.03145 -29.83202 +0.98591 +3.84969 58718.543 1
100005111.2446493 -1718140135.09769 +212807.22865 +5494887.82337 -27.48527 +49.53748 +5.36325 Gaia_DR3_4472832130942575872_debris_-1389145294.125_887 4283455.875 +33987.20865 -30038.36444 -81908.39366 -29.83345 +0.96744 +3.83404 93629.155 1
100005111.2446493 -1718206061.38442 +276346.31270 +5532317.23189 -27.52089 +49.53906 +5.35777 Gaia_DR3_4472832130942575872_debris_-1023164794.125_972 4283455.875 -31939.07808 +33500.71961 -44478.98513 -29.86906 +0.96903 +3.82856 64193.326 1
100005111.2446493 -1718177200.23449 +168330.46865 +5572555.38679 -27.54349 +49.44790 +5.34879 Gaia_DR3_4472832130942575872_debris_-657184294.125_3 4283455.875 -3077.92814 -74515.12444 -4240.83023 -29.89167 +0.87787 +3.81958 74699.144 1
100005111.2446493 -1718180780.79203 +170312.17833 +5556649.11764 -27.54547 +49.44900 +5.34007 Gaia_DR3_4472832130942575872_debris_-657184294.125_1196 4283455.875 -6658.48568 -72533.41476 -20147.09939 -29.89364 +0.87896 +3.81086 75573.390 1
100005111.2446493 -1718239793.61857 +267367.51348 +5538990.36559 -27.57809 +49.50254 +5.33040 Gaia_DR3_4472832130942575872_debris_-657184294.125_1540 4283455.875 -65671.31222 +24521.92039 -37805.85144 -29.92626 +0.93251 +3.80119 79645.014 1
100005111.2446493 -1718167547.58946 +318999.16162 +5612959.08305 -27.64603 +49.45055 +5.31941 Gaia_DR3_4472832130942575872_debris_-291203794.125_518 4283455.875 +6574.71689 +76153.56853 +36162.86602 -29.99420 +0.88052 +3.79020 84559.717 1
100005111.2446493 -1718193437.38624 +196206.50888 +5529429.71987 -27.67804 +49.29879 +5.21632 Gaia_DR3_4472832130942575872_debris_-291203794.125_1282 4283455.875 -19315.07989 -46639.08421 -47366.49716 -30.02621 +0.72876 +3.68711 69223.273 1
100005111.2446493 -1718151632.98596 +257346.71361 +5594406.27644 -27.62635 +49.37436 +5.29651 Gaia_DR3_4472832130942575872_debris_-291203794.125_1379 4283455.875 +22489.32039 +14501.12052 +17610.05941 -29.97453 +0.80432 +3.76730 32033.829 1
100005111.2446493 -1718149268.01369 +249677.33215 +5527979.76396 -27.62343 +49.36488 +5.21453 Gaia_DR3_4472832130942575872_debris_-291203794.125_1919 4283455.875 +24854.29266 +6831.73906 -48816.45306 -29.97160 +0.79484 +3.68532 55203.755 1
100006111.22576307 -1718177101.82404 +278198.40471 +5586377.86756 -27.45344 +49.59212 +5.41655 Gaia_DR3_4472832130942575872_debris_-34327390294.125_921 4648705.875 -5328.30418 -13216.30658 +8052.48908 -29.80293 +1.02209 +3.88738 16367.778 1
100006111.22576307 -1718206331.93415 +316907.40348 +5659017.19825 -27.45259 +49.59247 +5.41173 Gaia_DR3_4472832130942575872_debris_-33595429294.125_1243 4648705.875 -34558.41429 +25492.69219 +80691.81977 -29.80208 +1.02243 +3.88256 91407.500 1
100006111.22576307 -1718193796.20841 +336837.43855 +5588216.32231 -27.45368 +49.59232 +5.41453 Gaia_DR3_4472832130942575872_debris_-28105721794.125_75 4648705.875 -22022.68855 +45422.72726 +9890.94384 -29.80317 +1.02228 +3.88536 51439.807 1
100006111.22576307 -1718166710.03538 +326427.83500 +5603663.30922 -27.45389 +49.59274 +5.41360 Gaia_DR3_4472832130942575872_debris_-25543858294.125_1933 4648705.875 +5063.48447 +35013.12370 +25337.93075 -29.80338 +1.02270 +3.88443 43515.152 1
100006111.22576307 -1718086425.38542 +321297.46543 +5617282.47855 -27.45285 +49.59360 +5.41185 Gaia_DR3_4472832130942575872_debris_-18956209294.125_1253 4648705.875 +85348.13444 +29882.75414 +38957.10007 -29.80234 +1.02357 +3.88268 98462.880 1
100006111.22576307 -1718128766.27149 +275290.42058 +5646154.84185 -27.45462 +49.59070 +5.41524 Gaia_DR3_4472832130942575872_debris_-12368560294.125_1216 4648705.875 +43007.24837 -16124.29071 +67829.46338 -29.80411 +1.02066 +3.88607 81917.350 1
100006111.22576307 -1718223560.62756 +325343.87821 +5550915.90243 -27.45862 +49.59061 +5.42547 Gaia_DR3_4472832130942575872_debris_-12368560294.125_1696 4648705.875 -51787.10771 +33929.16692 -27409.47605 -29.80811 +1.02058 +3.89630 67707.993 1
100006111.22576307 -1718180848.77254 +355140.47840 +5616098.68356 -27.45640 +49.59174 +5.41619 Gaia_DR3_4472832130942575872_debris_-11270618794.125_1119 4648705.875 -9075.25269 +63725.76711 +37773.30509 -29.80589 +1.02170 +3.88702 74633.479 1
100006111.22576307 -1718166785.41019 +332538.34652 +5608658.57565 -27.45602 +49.59124 +5.41673 Gaia_DR3_4472832130942575872_debris_-11270618794.125_1684 4648705.875 +4988.10967 +41123.63523 +30333.19717 -29.80551 +1.02120 +3.88756 51343.329 1
100006111.22576307 -1718198154.93151 +330197.81081 +5620250.21798 -27.45747 +49.59066 +5.41444 Gaia_DR3_4472832130942575872_debris_-10172677294.125_1599 4648705.875 -26381.41166 +38783.09952 +41924.83950 -29.80696 +1.02062 +3.88527 62911.047 1
100006111.22576307 -1718205478.56029 +257666.76858 +5641649.54798 -27.46357 +49.57879 +5.40955 Gaia_DR3_4472832130942575872_debris_-4682969794.125_122 4648705.875 -33705.04044 -33747.94272 +63324.16951 -29.81306 +1.00876 +3.88038 79277.385 1
100006111.22576307 -1718225486.18905 +309510.03974 +5593519.49311 -27.46773 +49.58003 +5.40549 Gaia_DR3_4472832130942575872_debris_-3951008794.125_646 4648705.875 -53712.66919 +18095.32844 +15194.11463 -29.81722 +1.00999 +3.87632 58680.089 1
100006111.22576307 -1718194590.54012 +292467.87099 +5523876.96556 -27.48253 +49.55595 +5.37886 Gaia_DR3_4472832130942575872_debris_-1755125794.125_703 4648705.875 -22817.02027 +1053.15970 -54448.41291 -29.83202 +0.98591 +3.84969 59045.366 1
100006111.22576307 -1718167619.19412 +262343.76935 +5500250.95624 -27.48396 +49.53748 +5.36321 Gaia_DR3_4472832130942575872_debris_-1389145294.125_887 4648705.875 +4154.32573 -29070.94194 -78074.42224 -29.83345 +0.96744 +3.83404 83414.588 1
100006111.22576307 -1718233581.09382 +325884.43803 +5537674.87651 -27.51957 +49.53906 +5.35773 Gaia_DR3_4472832130942575872_debris_-1023164794.125_972 4648705.875 -61807.57397 +34469.72674 -40650.50196 -29.86906 +0.96903 +3.82856 81613.734 1
100006111.22576307 -1718204742.54902 +217777.43678 +5577904.05215 -27.54218 +49.44790 +5.34875 Gaia_DR3_4472832130942575872_debris_-657184294.125_3 4648705.875 -32969.02917 -73637.27451 -421.32633 -29.89167 +0.87787 +3.81958 80681.984 1
100006111.22576307 -1718208325.08505 +219760.23975 +5561989.07098 -27.54415 +49.44900 +5.34003 Gaia_DR3_4472832130942575872_debris_-657184294.125_1196 4648705.875 -36551.56520 -71654.47154 -16336.30749 -29.89364 +0.87896 +3.81086 82080.784 1
100006111.22576307 -1718195192.43858 +368448.78011 +5618278.37342 -27.64471 +49.45055 +5.31937 Gaia_DR3_4472832130942575872_debris_-291203794.125_518 4648705.875 -23418.91873 +77034.06881 +39952.99495 -29.99420 +0.88052 +3.79020 89882.898 1
100006111.22576307 -1718095544.16311 +276221.00986 +5617410.55021 -27.52167 +49.33671 +5.31830 Gaia_DR3_4472832130942575872_debris_-291203794.125_835 4648705.875 +76229.35674 -15193.70143 +39085.17173 -29.87116 +0.76667 +3.78913 87002.380 1
100006111.22576307 -1718221114.24235 +245504.36966 +5534645.92478 -27.67672 +49.29879 +5.21628 Gaia_DR3_4472832130942575872_debris_-291203794.125_1282 4648705.875 -49340.72249 -45910.34163 -43679.45369 -30.02621 +0.72876 +3.68711 80312.895 1
100006111.22576307 -1718179258.15965 +306720.13678 +5599702.67010 -27.62504 +49.37436 +5.29647 Gaia_DR3_4472832130942575872_debris_-291203794.125_1379 4648705.875 -7484.63979 +15305.42548 +21377.29163 -29.97453 +0.80432 +3.76730 27336.139 1
100006111.22576307 -1718168155.91977 +257869.61703 +5491474.02145 -27.61133 +49.31406 +5.16307 Gaia_DR3_4472832130942575872_debris_-291203794.125_1815 4648705.875 +3617.60009 -33545.09427 -86851.35703 -29.96082 +0.74402 +3.63390 93174.667 1
100006111.22576307 -1718176890.26272 +299041.27685 +5533194.17889 -27.62211 +49.36488 +5.21449 Gaia_DR3_4472832130942575872_debris_-291203794.125_1919 4648705.875 -5116.74287 +7626.56556 -45131.19958 -29.97160 +0.79484 +3.68532 46056.169 1
100007111.20687683 -1718204554.09099 +327789.59221 +5591794.29502 -27.45213 +49.59212 +5.41651 Gaia_DR3_4472832130942575872_debris_-34327390294.125_921 5013955.875 -35130.67523 -12194.23706 +11939.79561 -29.80293 +1.02209 +3.88738 39056.657 1
100007111.20687683 -1718104421.21082 +299727.33275 +5639533.59564 -27.45235 +49.59390 +5.41309 Gaia_DR3_4472832130942575872_debris_-31033565794.125_798 5013955.875 +65002.20494 -40256.49652 +59679.09624 -29.80316 +1.02386 +3.88396 96992.096 1
100007111.20687683 -1718221248.70986 +386428.81706 +5593630.72827 -27.45236 +49.59231 +5.41449 Gaia_DR3_4472832130942575872_debris_-28105721794.125_75 5013955.875 -51825.29410 +46444.98779 +13776.22887 -29.80317 +1.02228 +3.88536 70942.107 1
100007111.20687683 -1718194162.74987 +376019.63846 +5609076.78738 -27.45257 +49.59274 +5.41356 Gaia_DR3_4472832130942575872_debris_-25543858294.125_1933 5013955.875 -24739.33411 +36035.80919 +29222.28798 -29.80338 +1.02270 +3.88443 52579.048 1
100007111.20687683 -1718118942.15106 +318802.83773 +5641066.40514 -27.45233 +49.59332 +5.41236 Gaia_DR3_4472832130942575872_debris_-21884053294.125_1296 5013955.875 +50481.26470 -21180.99154 +61211.90573 -29.80313 +1.02328 +3.88323 82121.190 1
100007111.20687683 -1718113877.06273 +370890.12937 +5622694.21045 -27.45154 +49.59360 +5.41181 Gaia_DR3_4472832130942575872_debris_-18956209294.125_1253 5013955.875 +55546.35303 +30906.30010 +42839.71104 -29.80234 +1.02357 +3.88268 76654.012 1
100007111.20687683 -1718106850.40347 +359420.28048 +5628893.91221 -27.45101 +49.59329 +5.40721 Gaia_DR3_4472832130942575872_debris_-15662384794.125_1761 5013955.875 +62573.01229 +19436.45122 +49039.41281 -29.80182 +1.02326 +3.87808 81841.441 1
100007111.20687683 -1718156219.71540 +324880.18238 +5651569.96352 -27.45330 +49.59070 +5.41520 Gaia_DR3_4472832130942575872_debris_-12368560294.125_1216 5013955.875 +13203.70036 -15103.64689 +71715.46411 -29.80411 +1.02066 +3.88607 74468.555 1
100007111.20687683 -1718251018.07026 +374933.55226 +5556341.24760 -27.45730 +49.59061 +5.42543 Gaia_DR3_4472832130942575872_debris_-12368560294.125_1696 5013955.875 -81594.65450 +34949.72300 -23513.25181 -29.80811 +1.02058 +3.89630 91826.161 1
100007111.20687683 -1718208303.99979 +404731.28182 +5621514.74942 -27.45509 +49.59174 +5.41615 Gaia_DR3_4472832130942575872_debris_-11270618794.125_1119 5013955.875 -38880.58403 +64747.45256 +41660.25001 -29.80589 +1.02170 +3.88702 86252.588 1
100007111.20687683 -1718194240.24971 +382128.64607 +5614075.18744 -27.45470 +49.59124 +5.41669 Gaia_DR3_4472832130942575872_debris_-11270618794.125_1684 5013955.875 -24816.83395 +42144.81680 +34220.68803 -29.80551 +1.02120 +3.88756 59691.845 1
100007111.20687683 -1718225611.22288 +379787.53443 +5625664.53806 -27.45615 +49.59066 +5.41440 Gaia_DR3_4472832130942575872_debris_-10172677294.125_1599 5013955.875 -56187.80712 +39803.70516 +45810.03866 -29.80696 +1.02062 +3.88527 82704.076 1
100007111.20687683 -1718232940.94851 +307244.62587 +5647058.97134 -27.46225 +49.57879 +5.40951 Gaia_DR3_4472832130942575872_debris_-4682969794.125_122 5013955.875 -63517.53275 -32739.20340 +67204.47193 -29.81306 +1.00876 +3.88038 98095.736 1
100007111.20687683 -1718252952.74020 +359089.13165 +5598924.86319 -27.46641 +49.58003 +5.40545 Gaia_DR3_4472832130942575872_debris_-3951008794.125_646 5013955.875 -83529.32444 +19105.30239 +19070.36378 -29.81722 +1.00999 +3.87632 87782.911 1
100007111.20687683 -1718105168.32318 +388993.35498 +5603630.95347 -27.45537 +49.57093 +5.39700 Gaia_DR3_4472832130942575872_debris_-2121106294.125_621 5013955.875 +64255.09258 +49009.52571 +23776.45406 -29.80617 +1.00089 +3.86787 84237.582 1
100007111.20687683 -1718222071.89122 +342022.88000 +5529255.70542 -27.48121 +49.55594 +5.37882 Gaia_DR3_4472832130942575872_debris_-1755125794.125_703 5013955.875 -52648.47546 +2039.05073 -50598.79399 -29.83202 +0.98591 +3.84969 73049.693 1
100007111.20687683 -1718195101.97294 +311880.30985 +5505614.04915 -27.48264 +49.53748 +5.36317 Gaia_DR3_4472832130942575872_debris_-1389145294.125_887 5013955.875 -25678.55718 -28103.51941 -74240.45026 -29.83345 +0.96744 +3.83404 83431.652 1
100007111.20687683 -1718232283.54598 +267224.40475 +5583252.67699 -27.54086 +49.44790 +5.34871 Gaia_DR3_4472832130942575872_debris_-657184294.125_3 5013955.875 -62860.13021 -72759.42452 +3398.17758 -29.89167 +0.87787 +3.81958 96212.668 1
100007111.20687683 -1718096581.18530 +314702.80077 +5583822.55926 -27.46594 +49.47407 +5.34901 Gaia_DR3_4472832130942575872_debris_-657184294.125_595 5013955.875 +72842.23046 -25281.02850 +3968.05985 -29.81675 +0.90403 +3.81989 77206.648 1
100007111.20687683 -1718235868.06051 +269208.30101 +5567328.98393 -27.54284 +49.44900 +5.33999 Gaia_DR3_4472832130942575872_debris_-657184294.125_1196 5013955.875 -66444.64475 -70775.52826 -12525.51547 -29.89364 +0.87896 +3.81086 97882.352 1
100007111.20687683 -1718100288.62925 +377734.11629 +5594517.81512 -27.49226 +49.40104 +5.28353 Gaia_DR3_4472832130942575872_debris_-291203794.125_36 5013955.875 +69134.78651 +37750.28702 +14663.31571 -29.84307 +0.83100 +3.75440 80123.128 1
100007111.20687683 -1718104421.15659 +353763.88492 +5550505.92041 -27.49736 +49.37148 +5.22934 Gaia_DR3_4472832130942575872_debris_-291203794.125_695 5013955.875 +65002.25917 +13780.05565 -29348.57900 -29.84816 +0.80145 +3.70022 72639.677 1
100007111.20687683 -1718123064.65100 +325556.78612 +5622728.72883 -27.52035 +49.33671 +5.31826 Gaia_DR3_4472832130942575872_debris_-291203794.125_835 5013955.875 +46358.76476 -14427.04315 +42874.22942 -29.87116 +0.76667 +3.78913 64772.480 1
100007111.20687683 -1718098265.02398 +379428.08239 +5531908.11481 -27.48976 +49.40312 +5.20645 Gaia_DR3_4472832130942575872_debris_-291203794.125_1185 5013955.875 +71158.39178 +39444.25312 -47946.38460 -29.84057 +0.83309 +3.67732 94436.336 1
100007111.20687683 -1718248789.78089 +294802.23025 +5539862.08950 -27.67540 +49.29879 +5.21624 Gaia_DR3_4472832130942575872_debris_-291203794.125_1282 5013955.875 -79366.36513 -45181.59902 -39992.40990 -30.02621 +0.72876 +3.68711 99698.494 1
100007111.20687683 -1718206882.01575 +356093.55970 +5604999.02309 -27.62372 +49.37436 +5.29643 Gaia_DR3_4472832130942575872_debris_-291203794.125_1379 5013955.875 -37458.59999 +16109.73044 +25144.52369 -29.97453 +0.80432 +3.76730 47905.294 1
100007111.20687683 -1718195766.06577 +307182.74090 +5496636.97192 -27.61001 +49.31406 +5.16303 Gaia_DR3_4472832130942575872_debris_-291203794.125_1815 5013955.875 -26342.65001 -32801.08836 -83217.52749 -29.96082 +0.74402 +3.63390 93247.003 1
100007111.20687683 -1718204511.19416 +348405.22132 +5538408.55363 -27.62079 +49.36488 +5.21445 Gaia_DR3_4472832130942575872_debris_-291203794.125_1919 5013955.875 -35087.77840 +8421.39205 -41445.94578 -29.97160 +0.79484 +3.68532 54953.057 1
100008111.1879906 -1718232005.04038 +377380.77946 +5597210.68187 -27.45081 +49.59212 +5.41647 Gaia_DR3_4472832130942575872_debris_-34327390294.125_921 5379205.875 -64933.04631 -11172.16753 +15827.10206 -29.80293 +1.02209 +3.88738 67761.457 1
100008111.1879906 -1718071299.81431 +387213.27616 +5559205.15238 -27.45068 +49.59441 +5.41822 Gaia_DR3_4472832130942575872_debris_-32131507294.125_555 5379205.875 +95772.17976 -1339.67083 -22178.42744 -29.80281 +1.02438 +3.88913 98315.755 1
100008111.1879906 -1718131872.38304 +349320.29196 +5644946.56572 -27.45103 +49.59390 +5.41305 Gaia_DR3_4472832130942575872_debris_-31033565794.125_798 5379205.875 +35199.61104 -39232.65503 +63562.98590 -29.80316 +1.02386 +3.88396 82574.009 1
100008111.1879906 -1718248699.89376 +436020.19527 +5599045.09362 -27.45104 +49.59231 +5.41445 Gaia_DR3_4472832130942575872_debris_-28105721794.125_75 5379205.875 -81627.89969 +47467.24829 +17661.51380 -29.80317 +1.02228 +3.88536 96063.431 1
100008111.1879906 -1718089918.26575 +441725.97930 +5607171.11265 -27.44946 +49.59470 +5.41451 Gaia_DR3_4472832130942575872_debris_-26275819294.125_1242 5379205.875 +77153.72833 +53173.03231 +25787.53283 -29.80159 +1.02467 +3.88542 97185.729 1
100008111.1879906 -1718221614.14679 +425611.44164 +5614490.22481 -27.45126 +49.59274 +5.41352 Gaia_DR3_4472832130942575872_debris_-25543858294.125_1933 5379205.875 -54542.15272 +37058.49465 +33106.64500 -29.80338 +1.02270 +3.88443 73785.015 1
100008111.1879906 -1718146393.30100 +368395.21862 +5646478.63893 -27.45101 +49.59332 +5.41232 Gaia_DR3_4472832130942575872_debris_-21884053294.125_1296 5379205.875 +20678.69307 -20157.72836 +65095.05912 -29.80313 +1.02328 +3.88323 71213.124 1
100008111.1879906 -1718109240.29502 +452274.60875 +5632161.93066 -27.44921 +49.59439 +5.41247 Gaia_DR3_4472832130942575872_debris_-20420131294.125_1432 5379205.875 +57831.69906 +63721.66177 +50778.35084 -29.80134 +1.02436 +3.88338 99916.948 1
100008111.1879906 -1718137169.54759 +374843.96531 +5674160.33808 -27.45060 +49.59334 +5.41180 Gaia_DR3_4472832130942575872_debris_-20054150794.125_985 5379205.875 +29902.44648 -13708.98167 +92776.75826 -29.80273 +1.02331 +3.88271 98435.864 1
100008111.1879906 -1718141327.42241 +420482.79303 +5628105.90152 -27.45022 +49.59360 +5.41177 Gaia_DR3_4472832130942575872_debris_-18956209294.125_1253 5379205.875 +25744.57166 +31929.84604 +46722.32170 -29.80234 +1.02357 +3.88268 62171.323 1
100008111.1879906 -1718134300.23638 +409012.63623 +5634301.00326 -27.44969 +49.59329 +5.40717 Gaia_DR3_4472832130942575872_debris_-15662384794.125_1761 5379205.875 +32771.75769 +20459.68924 +52917.42345 -29.80182 +1.02326 +3.87808 65519.773 1
100008111.1879906 -1718183671.84172 +374469.94392 +5656985.04414 -27.45199 +49.59070 +5.41516 Gaia_DR3_4472832130942575872_debris_-12368560294.125_1216 5379205.875 -16599.84764 -14083.00306 +75601.46432 -29.80411 +1.02066 +3.88607 78673.168 1
100008111.1879906 -1718221693.77166 +431718.94533 +5619491.75846 -27.45338 +49.59124 +5.41665 Gaia_DR3_4472832130942575872_debris_-11270618794.125_1684 5379205.875 -54621.77758 +43165.99835 +38108.17865 -29.80551 +1.02120 +3.88756 79366.714 1
